Total Kasus;Aceh;Bali;Banten;Babel;Bengkulu;DIY;Jakarta;Jambi;Jabar;Jateng;Jatim;Kalbar;Kaltim;Kalteng;Kalsel;Kaltara;Kep Riau;NTB;Sumsel;Sumbar;Sulut;Sumut;Sultra;Sulsel;Sulteng;Lampung;Riau;Malut;Maluku;Papbar;Papua;Sulbar;NTT;Gorontalo;?
14-Jul;110;2.358;1.609;174;168;387;15.064;124;5.235;5.653;17.230;355;722;1.254;4.379;215;337;1.594;2.754;803;1.697;2.497;521;7.294;194;209;246;1.145;900;292;2.366;146;121;385;34
15-Jul;137;2.421;1.612;175;170;396;15.324;125;5.310;5.914;17.395;355;756;1.254;4.488;215;341;1.620;2.784;805;1.741;2.596;531;7.452;195;215;246;1.184;920;292;2.426;152;121;392;34
16-Jul;140;2.533;1.629;175;171;404;15.636;125;5.350;6.128;17.574;359;780;1.266;4.621;215;341;1.650;2.832;806;1.769;2.693;540;7.630;195;219;251;1.221;926;296;2.478;154;121;416;24
17-Jul;145;2.619;1.638;175;173;408;15.889;126;5.402;6.366;17.829;359;823;1.324;4.722;216;341;1.671;2.899;813;1.797;2.776;554;7.713;195;220;256;1.232;928;301;2.496;154;121;425;24
18-Jul;145;2.690;1.646;176;179;416;16.236;132;5.461;6.632;18.033;359;848;1.324;4.829;216;344;1.694;2.966;817;1.851;2.923;575;7.881;195;229;261;1.265;929;339;2.552;158;131;426;24
19-Jul;146;2.745;1.674;176;181;432;16.538;132;5.488;6.932;18.308;359;868;1.399;4.938;216;345;1.725;3.012;826;1.898;2.937;587;8.039;196;231;272;1.273;960;341;2.601;159;131;432;24
20-Jul;148;2.781;1.682;180;181;438;16.899;132;5.548;7.286;18.545;359;893;1.399;4.990;217;345;1.759;3.054;828;1.962;2.952;635;8.164;196;231;287;1.287;979;368;2.640;166;134;537;12
21-Jul;149;2.856;1.693;180;181;465;17.279;134;5.659;7.407;18.828;359;964;1.412;5.083;217;345;1.777;3.112;836;2.000;2.994;671;8.257;196;232;310;1.328;998;371;2.646;167;137;616;10
22-Jul;151;2.934;1.697;181;185;486;17.621;136;5.741;7.726;19.093;359;994;1.448;5.216;217;349;1.789;3.149;846;2.077;3.163;685;8.407;196;237;348;1.336;998;376;2.678;169;137;616;10
23-Jul;158;2.996;1.707;182;195;496;18.068;136;5.824;8.021;19.450;359;1.034;1.475;5.332;218;349;1.822;3.165;849;2.120;3.263;712;8.527;200;246;350;1.345;1.010;386;2.724;171;137;620;10
24-Jul;162;3.058;1.719;185;195;519;18.365;138;5.915;8.145;19.946;359;1.072;1.520;5.422;218;351;1.850;3.211;852;2.162;3.320;735;8.612;201;246;362;1.372;1.010;387;2.792;175;137;694;10
25-Jul;168;3.114;1.724;186;200;536;18.741;139;5.988;8.336;20.256;365;1.134;1.587;5.540;266;354;1.883;3.228;864;2.216;3.371;752;8.748;201;247;367;1.409;1.016;388;2.832;187;137;796;10
26-Jul;168;3.157;1.738;188;200;543;19.125;139;6.039;8.412;20.539;365;1.166;1.632;5.656;266;355;1.903;3.251;869;2.263;3.390;768;8.881;202;250;378;1.441;1.046;392;2.889;192;145;820;10
27-Jul;168;3.219;1.748;191;200;558;19.592;139;6.084;8.622;20.812;365;1.184;1.653;5.689;266;355;1.926;3.275;869;2.313;3.438;769;8.991;202;252;382;1.455;1.046;396;2.945;193;145;851;10
28-Jul;193;3.249;1.757;191;210;572;19.995;139;6.218;8.807;21.125;381;1.250;1.677;5.782;268;362;1.946;3.296;874;2.357;3.518;769;9.123;206;252;409;1.493;1.068;397;2.962;195;145;855;10
29-Jul;238;3.310;1.772;193;212;587;20.572;154;6.314;9.120;21.484;381;1.307;1.677;5.884;268;370;1.986;3.330;891;2.415;3.759;776;9.251;207;252;415;1.524;1.069;413;2.988;201;145;957;10
30-Jul;312;3.360;1.801;193;214;610;20.969;156;6.461;9.281;21.772;381;1.377;1.701;5.970;280;370;2.022;3.387;907;2.502;3.827;782;9.346;207;255;426;1.530;1.093;430;3.021;223;145;1.015;10
31-Jul;415;3.407;1.835;193;217;674;21.399;162;6.532;9.516;22.089;387;1.426;1.729;6.098;283;447;2.065;3.417;948;2.580;3.931;782;9.422;207;255;445;1.530;1.093;433;3.059;230;145;1.015;10
1-Aug;415;3.448;1.858;193;218;741;21.767;168;6.584;9.659;22.324;387;1.433;1.760;6.160;284;491;2.065;3.427;948;2.648;3.962;787;9.552;207;255;446;1.543;1.124;451;3.087;232;145;1.157;10
2-Aug;431;3.488;1.870;193;235;760;22.144;169;6.637;9.732;22.504;387;1.516;1.777;6.192;284;493;2.115;3.444;957;2.668;4.136;787;9.647;213;271;456;1.557;1.135;460;3.114;238;151;1.284;10
3-Aug;433;3.529;1.891;196;235;772;22.616;169;6.693;9.827;22.982;387;1.538;1.791;6.238;284;493;2.150;3.455;974;2.746;4.193;789;9.744;213;297;506;1.562;1.135;460;3.114;239;151;1.322;10
4-Aug;440;3.578;1.924;196;238;784;23.026;188;6.787;9.887;23.412;387;1.598;1.844;6.357;287;493;2.171;3.490;987;2.776;4.261;859;9.861;213;297;577;1.568;1.146;471;3.164;241;151;1.387;10
5-Aug;442;3.617;1.947;197;239;801;23.380;193;6.912;10.036;23.829;387;1.665;1.849;6.411;287;500;2.197;3.553;1.006;2.794;4.391;892;9.987;215;298;606;1.575;1.175;481;3.175;245;152;1.427;10
6-Aug;483;3.644;1.979;197;240;819;23.936;193;6.995;10.151;24.115;394;1.701;1.874;6.478;291;500;2.224;3.602;1.038;2.822;4.477;951;10.169;215;299;621;1.582;1.221;492;3.192;265;152;1.431;10
7-Aug;536;3.682;2.013;200;240;838;24.601;205;7.147;10.383;24.493;397;1.799;1.911;6.535;291;517;2.239;3.623;1.079;2.840;4.693;978;10.257;216;303;656;1.613;1.292;536;3.215;267;152;1.469;10
8-Aug;536;3.720;2.035;200;243;854;25.287;210;7.387;10.471;24.922;397;1.834;1.977;6.617;292;526;2.263;3.675;1.102;2.860;4.794;998;10.364;216;307;706;1.670;1.298;551;3.215;275;152;1.549;0
9 Aug;580;3.779;2.059;201;252;862;25.727;210;7.566;10.611;25.330;410;1.887;2.007;6.715;294;534;2.290;3.694;1.140;2.904;4.819;1.020;10.454;216;307;732;1.674;1.330;552;3.257;275;152;1.556;
10 Aug;676;3.817;2.082;203;253;876;26.162;210;7.599;10.679;25.626;416;1.932;2.050;6.765;296;555;2.316;3.713;1.176;2.976;4.948;1.020;10.531;216;316;773;1.680;1.345;557;3.278;275;152;1.614;0
11 Aug;676;3.862;2.101;203;258;880;26.624;210;7.694;10.765;25.917;420;2.060;2.081;6.836;299;572;2.338;3.735;1.189;3.012;5.155;1.052;10.585;216;318;789;1.691;1.347;558;3.279;282;155;1.617;0
12 Aug;748;3.892;2.150;203;260;900;27.153;215;7.803;10.944;26.220;429;2.106;2.087;6.889;303;599;2.362;3.778;1.216;3.025;5.264;1.076;10.675;220;320;821;1.709;1.367;571;3.305;282;162;1.664;0
13 Aug;748;3.927;2.187;203;264;911;27.761;215;7.914;11.148;26.561;439;2.129;2.131;6.934;312;613;2.375;3.805;1.258;3.150;5.358;1.106;10.756;220;327;889;1.717;1.406;595;3.336;287;162;1.672;0
14 Aug;840;3.980;2.208;205;274;946;28.299;222;8.275;11.340;26.979;444;2.227;2.151;6.989;312;625;2.399;3.844;1.300;3.211;5.427;1.139;10.793;223;332;918;1.729;1.416;595;3.345;299;162;1.675;0
15 Aug;865;4.024;2.241;207;277;992;28.882;225;8.512;11.471;27.415;447;2.283;2.188;7.051;325;647;2.421;3.880;1.337;3.261;5.622;1.167;10.895;223;332;959;1.739;1.448;601;3.345;306;165;1.715;0
16 Aug;876;4.065;2.284;212;279;1.025;29.400;225;8.595;11.639;27.903;447;2.369;2.188;7.151;328;657;2.436;3.909;1.350;3.282;5.673;1.202;11.051;223;341;983;1.741;1.495;605;3.422;307;165;1.721;0
17 Aug;1.044;4.110;2.301;214;279;1.041;29.952;245;8.640;11.675;28.239;447;2.485;2.215;7.241;329;664;2.458;3.910;1.376;3.288;5.690;1.216;11.148;227;343;1.017;1.744;1.521;607;3.432;319;165;1.788;0
18 Aug;1.069;4.158;2.364;216;280;1.059;30.465;245;8.685;11.793;28.551;452;2.578;2.258;7.281;329;664;2.481;3.919;1.413;3.315;5.820;1.217;11.187;228;343;1.039;1.746;1.530;620;3.432;320;165;1.821;0
19 Aug;1.132;4.220;2.411;219;286;1.090;31.016;250;8.789;11.924;28.886;456;2.669;2.258;7.363;332;679;2.505;3.964;1.439;3.336;5.898;1.217;11.219;233;346;1.050;1.756;1.553;634;3.453;322;165;1.875;0
20 Aug;1.137;4.292;2.434;220;286;1.138;31.610;250;8.988;12.092;29.257;471;2.697;2.291;7.544;337;680;2.526;3.988;1.483;3.401;5.957;1.277;11.278;233;352;1.097;1.761;1.611;640;3.520;323;165;1.875;0
21 Aug;1.141;4.368;2.470;222;287;1.163;32.267;271;9.081;12.188;29.715;500;2.892;2.314;7.618;339;701;2.550;4.037;1.528;3.451;5.978;1.299;11.376;235;353;1.132;1.761;1.611;643;3.534;331;165;1.887;0
22 Aug;1.211;4.446;2.512;226;288;1.178;32.855;274;9.215;12.288;30.036;533;3.021;2.348;7.696;340;701;2.564;4.091;1.565;3.522;6.051;1.310;11.437;236;356;1.195;1.770;1.615;647;3.567;347;170;1.887;0
23 Aug;1.211;4.513;2.544;228;288;1.193;33.470;274;9.283;12.476;30.315;566;3.101;2.410;7.777;349;745;2.582;4.125;1.633;3.552;6.129;1.323;11.470;238;362;1.237;1.774;1.669;649;3.567;352;171;1.959;0
24 Aug;1.241;4.576;2.605;228;289;1.207;34.103;274;9.420;12.628;30.635;578;3.145;2.427;7.838;357;756;2.596;4.157;1.659;3.554;6.166;1.327;11.516;239;365;1.279;1.778;1.677;659;3.650;353;171;1.959;0
25 Aug;1.261;4.650;2.637;231;300;1.248;34.740;281;9.670;12.826;30.998;605;3.286;2.438;7.920;360;767;2.613;4.202;1.736;3.598;6.300;1.365;11.568;239;369;1.319;1.779;1.742;659;3.650;360;172;1.970;0
26 Aug;1.291;4.726;2.666;235;303;1.264;35.453;289;9.848;12.973;31.329;605;3.420;2.446;7.974;361;775;2.641;4.223;1.823;3.613;6.437;1.402;11.638;239;371;1.361;1.809;1.748;711;3.686;362;173;1.970;0
27 Aug;1.399;4.808;2.725;235;305;1.306;36.213;296;10.002;13.225;31.696;611;3.626;2.464;8.013;361;825;2.662;4.248;1.864;3.652;6.541;1.452;11.680;239;376;1.460;1.825;1.781;720;3.709;368;174;2.023;0
28 Aug;1.449;4.901;2.767;235;329;1.326;37.082;302;10.528;13.467;32.113;611;3.723;2.464;8.081;373;861;2.685;4.305;1.890;3.686;6.627;1.501;11.756;240;378;1.526;1.840;1.785;726;3.735;384;176;2.035;0
29 Aug;1.546;4.989;2.827;235;332;1.373;37.943;302;10.815;13.647;32.754;627;3.923;2.482;8.192;379;900;2.727;4.361;1.978;3.751;6.730;1.539;11.841;241;382;1.605;1.840;1.812;746;3.771;388;176;2.041;0
30 Aug;1.600;5.078;2.872;239;343;1.397;39.037;302;10.918;13.785;33.220;645;4.120;2.507;8.256;382;900;2.728;4.401;2.068;3.833;6.769;1.565;11.870;241;389;1.739;1.858;1.832;752;3.796;393;177;2.041;0
31 Aug;1.633;5.207;2.903;239;343;1.425;40.086;302;11.063;13.964;33.543;645;4.244;2.548;8.288;384;990;2.742;4.454;2.157;3.848;6.827;1.566;11.978;243;395;1.846;1.860;1.857;807;3.796;395;177;2.041;0
1 Sep;1.649;5.367;2.929;239;349;1.445;40.987;302;11.278;14.164;33.893;653;4.305;2.585;8.357;392;1.017;2.758;4.486;2.240;3.893;6.942;1.608;12.057;244;399;1.924;1.866;1.900;831;3.862;396;179;2.075;0
2 Sep;1.697;5.536;2.997;239;353;1.474;42.041;303;11.481;14.428;34.278;659;4.377;2.585;8.416;396;1.064;2.772;4.520;2.328;3.908;7.124;1.623;12.194;245;410;2.031;1.871;1.910;836;3.873;396;191;2.090;0
3 Sep;1.794;5.710;3.031;240;361;1.507;43.400;303;11.719;14.670;34.655;674;4.534;2.636;8.527;422;1.100;2.786;4.583;2.372;3.942;7.265;1.629;12.244;249;424;2.137;1.878;1.961;861;3.901;402;200;2.151;0
4 Sep;1.884;5.906;3.053;242;364;1.525;44.280;304;12.104;14.860;35.005;685;4.815;2.689;8.576;426;1.165;2.795;4.618;2.437;3.972;7.390;1.661;12.321;249;428;2.267;1.887;2.004;888;3.973;402;202;2.160;0
5 Sep;1.945;6.071;3.102;242;369;1.546;45.157;304;12.332;15.118;35.331;691;4.943;2.689;8.657;435;1.182;2.828;4.660;2.507;3.990;7.552;1.677;12.475;252;440;2.445;1.887;2.064;895;4.074;419;204;2.182;0
6 Sep;2.023;6.212;3.187;243;391;1.557;46.333;304;12.505;15.351;35.634;704;5.129;2.740;8.760;443;1.182;2.847;4.675;2.751;4.002;7.633;1.706;12.684;252;452;2.585;1.887;2.144;908;4.074;419;206;2.186;0
7 Sep;2.042;6.385;3.264;243;391;1.571;47.379;304;12.709;15.615;35.941;704;5.191;2.807;8.837;448;1.235;2.855;4.745;2.795;4.003;7.725;1.706;12.695;252;455;2.718;1.896;2.164;940;4.148;419;206;2.201;0
8 Sep;2.054;6.549;3.323;250;394;1.595;48.393;304;13.045;15.852;36.342;711;5.277;2.807;8.903;455;1.259;2.875;4.786;2.910;4.024;7.832;1.717;12.746;257;466;2.831;1.900;2.206;941;4.162;435;209;2.225;0
9 Sep;2.152;6.723;3.360;252;397;1.645;49.397;308;13.333;16.133;36.712;723;5.357;2.851;9.001;456;1.312;2.890;4.824;3.020;4.046;7.964;1.741;12.864;261;488;2.969;1.910;2.228;959;4.162;450;213;2.241;0
10 Sep;2.258;6.834;3.402;263;400;1.695;50.671;309;13.668;16.508;37.093;728;5.447;2.887;9.078;458;1.340;2.901;4.890;3.124;4.064;8.110;1.767;13.032;261;509;3.163;1.911;2.248;970;4.276;456;213;2.269;0
11 Sep;2.403;6.978;3.448;270;430;1.744;51.635;314;13.940;17.074;37.455;736;5.599;2.920;9.152;460;1.357;2.910;4.945;3.161;4.085;8.241;1.801;13.183;269;511;3.345;1.918;2.365;1.019;4.330;458;213;2.271;
12 Sep;2.527;7.113;3.469;275;458;1.787;52.840;319;14.231;17.460;37.839;747;5.752;2.966;9.249;465;1.378;2.923;5.018;3.264;4.105;8.362;1.834;13.235;269;555;3.569;1.921;2.377;1.086;4.392;462;217;2.282;0
13 Sep;2.739;7.226;3.519;283;466;1.836;54.220;321;14.388;17.742;38.088;754;5.926;3.002;9.282;469;1.411;2.939;5.051;3.387;4.149;8.465;1.869;13.291;271;555;3.781;1.935;2.434;1.086;4.476;470;237;2.314;0
14 Sep;2.892;7.312;3.574;283;467;1.869;55.099;321;14.591;17.913;38.431;780;6.049;3.002;9.423;474;1.430;2.961;5.078;3.505;4.165;8.559;1.890;13.476;271;615;3.909;1.940;2.465;1.185;4.572;471;237;2.314;
15 Sep;3.032;7.380;3.636;284;476;1.895;56.175;331;14.938;18.111;38.809;784;6.100;3.059;9.500;479;1.438;2.981;5.118;3.633;4.171;8.808;1.948;13.583;272;644;4.054;1.956;2.481;1.236;4.637;475;276;2.330;0
16 Sep;3.127;7.429;3.774;295;480;1.943;57.469;345;15.231;18.451;39.181;803;6.317;3.123;9.511;481;1.460;2.990;5.175;3.749;4.182;8.934;2.008;13.747;276;666;4.237;1.966;2.500;1.278;4.763;477;289;2.336;0
17 Sep;3.236;7.492;3.895;305;510;1.984;58.582;351;15.584;18.744;39.508;825;6.486;3.123;9.547;483;1.494;3.009;5.233;3.868;4.212;9.051;2.043;13.867;278;687;4.462;1.972;2.503;1.333;4.836;482;302;2.341;0
18 Sep;3.352;7.543;4.036;306;523;2.037;59.840;358;15.925;18.942;39.993;840;6.605;3.178;9.572;485;1.582;3.029;5.293;4.002;4.232;9.176;2.060;14.026;289;694;4.687;1.973;2.510;1.387;4.894;484;313;2.353;0
19 Sep;3.527;7.628;4.164;310;530;2.111;60.828;372;16.395;19.213;40.372;861;6.716;3.228;9.650;488;1.627;3.082;5.331;4.161;4.254;9.273;2.119;14.193;297;715;4.990;1.992;2.551;1.435;5.099;485;315;2.375;0
20 Sep;3.595;7.749;4.343;311;536;2.181;61.966;386;16.822;19.516;40.708;867;6.776;3.272;9.735;489;1.639;3.101;5.402;4.267;4.295;9.368;2.187;14.367;320;728;5.288;1.992;2.566;1.495;5.149;504;321;2.435;0
21 Sep;3.694;7.888;4.464;312;536;2.245;63.318;386;17.502;19.754;41.076;868;6.954;3.300;9.817;492;1.724;3.126;5.449;4.448;4.317;9.468;2.223;14.403;321;738;5.448;2.011;2.615;1.516;5.176;505;321;2.437;0
22 Sep;3.785;7.996;4.593;320;541;2.312;64.554;386;18.077;19.982;41.417;879;7.068;3.300;9.902;503;1.747;3.137;5.497;4.649;4.329;9.566;2.261;14.524;330;762;5.701;2.014;2.652;1.587;5.249;530;332;2.441;0
23 Sep;3.835;8.126;4.809;334;572;2.375;65.687;395;18.593;20.239;41.755;885;7.264;3.392;9.984;532;1.864;3.161;5.607;4.853;4.335;9.653;2.351;14.648;344;778;5.889;2.035;2.654;1.674;5.387;540;349;2.489;0
24 Sep;3.891;8.245;4.939;335;579;2.397;66.731;399;19.397;20.673;42.098;901;7.459;3.431;10.047;550;1.875;3.200;5.690;5.155;4.357;9.749;2.422;14.813;348;799;6.120;2.039;2.654;1.674;5.653;546;367;2.489;0
25 Sep;3.982;8.389;5.050;336;590;2.458;67.902;409;20.131;21.004;42.391;935;7.851;3.474;10.080;556;2.022;3.218;5.734;5.363;4.390;9.843;2.501;14.982;354;814;6.315;2.045;2.654;1.820;5.763;567;388;2.534;0
26 Sep;4.173;8.452;5.185;337;600;2.499;69.224;425;20.517;21.368;42.670;946;8.070;3.474;10.120;563;2.115;3.246;5.794;5.504;4.412;9.941;2.681;15.175;375;826;6.577;2.048;2.727;1.951;5.840;571;394;2.539;0
27 Sep;4.246;8.532;5.290;337;645;2.519;70.441;446;20.954;21.626;42.890;957;8.210;3.485;10.197;569;2.170;3.265;5.876;5.720;4.437;10.038;2.763;15.295;375;841;6.780;2.048;2.727;1.990;5.953;617;402;2.572;0
28 Sep;4.325;8.639;5.417;337;647;2.558;71.339;467;21.443;21.930;43.174;957;8.324;3.549;10.237;573;2.182;3.282;5.927;5.926;4.444;10.123;2.780;15.354;393;851;7.034;2.052;2.727;2.054;5.999;617;402;2.659;
29 Sep;4.471;8.745;5.499;347;665;2.607;72.577;490;21.759;22.205;43.450;974;8.438;3.634;10.289;575;2.200;3.289;5.985;6.180;4.456;10.211;2.819;15.501;402;875;7.270;2.059;2.815;2.088;5.999;773;406;2.671;0
30 Sep;4.554;8.878;5.643;361;693;2.643;73.736;513;22.205;22.435;43.744;982;8.651;3.645;10.348;577;2.234;3.316;6.095;6.281;4.487;10.313;2.862;15.579;410;894;7.622;2.065;2.815;2.135;6.321;794;424;2.753;0
1 Oct;4.666;9.019;5.743;371;713;2.680;74.989;534;22.764;22.734;44.058;1.011;8.782;3.691;10.403;583;2.250;3.346;6.135;6.473;4.505;10.424;2.910;15.698;440;907;7.887;2.067;2.859;2.166;6.382;804;429;2.759;0
2 Oct;4.854;9.149;5.825;387;722;2.700;76.187;558;23.308;23.078;44.341;1.017;9.101;3.720;10.479;590;2.273;3.372;6.207;6.587;4.530;10.513;2.989;15.772;450;932;8.068;2.074;2.976;2.213;6.504;809;439;2.775;0
3 Oct;4.927;9.254;5.960;406;724;2.772;77.452;571;23.651;23.450;44.649;1.023;9.218;3.758;10.562;597;2.306;3.394;6.277;6.872;4.551;10.599;3.032;15.815;461;942;8.240;2.075;2.976;2.259;6.690;820;448;2.775;0
4 Oct;4.994;9.365;6.129;411;728;2.791;78.850;593;23.899;23.764;44.898;1.042;9.446;3.776;10.618;603;2.343;3.420;6.323;7.127;4.576;10.682;3.066;15.883;466;951;8.403;2.075;3.040;2.346;6.781;829;464;2.816;0
5 Oct;5.064;9.448;6.268;423;752;2.813;79.872;618;24.402;24.129;45.135;1.044;9.563;3.804;10.662;605;2.382;3.441;6.346;7.343;4.595;10.771;3.069;15.900;467;988;8.701;2.077;3.062;2.361;6.881;830;465;2.839;0
6 Oct;5.182;9.547;6.368;428;758;2.833;80.979;647;24.910;24.529;45.417;1.085;9.763;3.818;10.734;610;2.411;3.464;6.417;7.429;4.630;10.869;3.161;15.946;491;1.015;8.832;2.077;3.130;2.475;7.073;842;467;2.839;0
